"id";"type_hebergement_id";"lieu_id";"nom_etablissement";"etoiles";"adresse";"tel1";"tel2";"fax";"mail";"latitude";"longitude";"localisation_validee";"google_map_id"
"4864";"1";"931";"HOTEL LA MAISON ROUGE";"3";"61 Rue de la République, 73000 Barberaz, France";NULL;NULL;NULL;NULL;"45.5607335";"5.9493248";"0";"ChIJMcfCHdioi0cR2iwsLZD9c8E"
"4865";"1";"931";"HOTEL LA MAISON ROUGE 2 - ANNEXE";"3";"BARBERAZ";NULL;NULL;NULL;NULL;"45.5607335";"5.9493248";"1";NULL
"4866";"1";"931";"HOTEL AERODROME CSVVA";"1";"Aérodrome	- Avenue	de	Chambéry	- 73190	CHALLES	LES	EAUX";NULL;NULL;NULL;NULL;"45.5586845";"5.9747296";"1";NULL
"4867";"2";"931";"CAMPING MUNICIPAL LE SAVOY";NULL;"CHALLES LES EAUX";NULL;NULL;NULL;NULL;"45.5521705372";"5.9840399339";"1";NULL
"4868";"1";"931";"HOTEL IBIS BUDGET CHAMBERY SUD";"2";"Route nationale 6 Za Du Puit D'Ordet, 73190 Challes-les-Eaux, France";NULL;NULL;NULL;NULL;"45.5558912";"5.9766808";"0";"ChIJ2QgvJ9-ui0cRuVj4H-AK9ts"
"4869";"1";"931";"HOTEL NEIGES DE FRANCE";"2";"6 Rue Joseph Denarie, 73190 Challes-les-Eaux";NULL;NULL;NULL;NULL;"45.5506189";"5.9834663";"1";NULL
"4870";"1";"931";"HOTEL CHATEAU DES COMTES DE CHALLES";"3";"247 Montée du Château, 73190 Challes-les-Eaux";NULL;NULL;NULL;NULL;"45.5546892";"5.987532";"0";
"4871";"1";"931";"HOTEL LES AILES";"2";"60 Avenue de Chambéry, 73190 Challes-les-Eaux";NULL;NULL;NULL;NULL;"45.5580996";"5.9745772";"1";
"4872";"1";"929";"HOTEL B&B CHAMBERY";"2";"204 Rue Dr Vernier, 73000 Chambéry";NULL;NULL;NULL;NULL;"45.5770615";"5.9202387";"1";NULL
"4873";"1";"931";"HOTEL BEST WESTERN ALEXANDER PARK";"4";"51, Rue Alexander Fleming, 73000 Chambéry";NULL;NULL;NULL;NULL;"45.5968223672";"5.8949237921";"1";NULL
"4874";"1";"931";"HOTEL BRIT'HOTEL CHAMBERY";"2";"1860 Avenue des Landiers, 73000 Chambéry";NULL;NULL;NULL;NULL;"45.5983487094";"5.89545913";"1";NULL
"4875";"1";"931";"HOTEL CAMPANILE";"3";"30 rue Francois Pollet, 73000 Chambery";NULL;NULL;NULL;NULL;"45.5946797";"5.8900861";"1";NULL
"4876";"1";"931";"HOTEL CHATEAU DE CANDIE MVA";"4";"533 Rue du Bois de Candie, 73000 Chambéry";NULL;NULL;NULL;NULL;"45.6021974674";"5.8997694495";"1";NULL
"4877";"1";"931";"HOTEL F1 CHAMBERY NORD";"1";"Lotissement SAS, Rue Paul Gidon, 73000 Chambéry";NULL;NULL;NULL;NULL;"45.5946786";"5.8896751";"1";NULL
"4878";"1";"931";"HOTEL FASTHOTEL";"1";"ZI des Landiers Nord, Šamberi, 230 Rue des Epinettes, 73000 La Motte-Servolex";NULL;NULL;NULL;NULL;"45.608439";"5.885678";"1";
"4879";"1";"929";"HOTEL ACTUEL CHAMBERY CENTRE";"3";"1 Avenue de la Boisse, 73000 Chambéry";NULL;NULL;NULL;NULL;"45.5711262";"5.919093";"1";
"4880";"1";"929";"HOTEL DES PRINCES";"3";"4 Rue de Boigne, 73000 Chambéry";NULL;NULL;NULL;NULL;"45.5662079";"5.9219662";"1";NULL
"4881";"1";"931";"HOTEL IBIS";"3";"100, rue Eugène Ducretet  73000";NULL;NULL;NULL;NULL;"45.5954937149";"5.8955751442";"0";
"4882";"1";"929";"HOTEL IBIS BUDGET CHAMBERY CENTRE";"2";"391 Avenue Alsace Lorraine, 73000 Chambéry";NULL;NULL;NULL;NULL;"45.5759567";"5.9103396";"0";
"4883";"1";"929";"HOTEL IBIS STYLES";"3";"154 Rue Sommeiller, 73000 Chambéry";NULL;NULL;NULL;NULL;"45.5698847";"5.9204729";"0";
"4884";"1";"929";"HOTEL KYRIAD CHAMBERY CENTRE CURIAL";"3";"371 Rue de la République, 73000 Chambéry";NULL;NULL;NULL;NULL;"45.5638243";"5.9271023";"0";
"4885";"9";"930";"GITE LE GRAND COLOMBIER";NULL;"Chef Lieu RD 206, 73340 Aillon-le-Vieux";NULL;NULL;NULL;NULL;"45.65134";"6.0944887";"1";NULL
"4886";"9";"928";"GITE LA FRUITIERE D'ARITH";NULL;"Bourchigny Haut, 73340 Arith";NULL;NULL;NULL;NULL;"45.7176577942";"6.0794158306";"0";
"4887";"9";"928";"GITE REFUGE DU CREUX LACHAT";NULL;"Arith";NULL;NULL;NULL;NULL;"45.7234091";"6.0361398";"1";
"4888";"2";"934";"CAMPING LES FRAMBOISIERS";NULL;"Le Villard, Bellecombe-En Bauges, Rhone-Alpes, France";NULL;NULL;NULL;NULL;"45.7538094189";"6.1387512994";"1";NULL
"4889";"9";"934";"GITE LES LANDAGNES";NULL;"Chef lieu 73630 ECOLE";NULL;NULL;NULL;NULL;"45.6507343";"6.163448";"1";
"4890";"9";"934";"GITE LES CHALETS D'ORGEVAL";NULL;"Jarsy";NULL;NULL;NULL;NULL;"45.6796775637";"6.2393947302";"1";NULL
"4891";"1";"934";"HOTEL L'ARCALOD";"2";"Rue du chef-lieu, 73630 Jarsy";NULL;NULL;NULL;NULL;"45.657753";"6.177974";"1";NULL
"4892";"5";"934";"VV L'ALBATROS";NULL;"Chef Lieu, 73630 Jarsy";NULL;NULL;NULL;NULL;"45.6579288";"6.1810559";"1";
"4893";"1";"934";"HOTEL MAZIN";"1";"La Motte en Bauges";NULL;NULL;NULL;NULL;"45.7014433";"6.1223121";"1";NULL
"4894";"1";"934";"HOTEL AUBERGE DES CLARINES";"3";"73630 Le Chatelard";NULL;NULL;NULL;NULL;"45.6896423";"6.1328472";"1";NULL
"4895";"9";"934";"GITE REFUGE DES GARINS";NULL;"Route du Mont, 73630 Le Chatelard";NULL;NULL;NULL;NULL;"45.6909965";"6.1467289";"1";
"4896";"2";"928";"AIRE DE CAMPING CAR SAVOIE GRAND REVARD";NULL;"D206A, 73230 Les Deserts, France";NULL;NULL;NULL;NULL;"45.6425385";"5.9834662";"1";"ChIJN8jTfT2li0cR_zz5hRGFScU"
"4897";"5";"928";"VV CENTRE DES DESERTS";NULL;"La Combe 73230, LES DÉSERTS";NULL;NULL;NULL;NULL;"45.6302631863";"6.0104541409";"1";NULL
"4898";"5";"928";"VV CHALET DE L'AURORE";NULL;"73230 LA FÉCLAZ";NULL;NULL;NULL;NULL;"45.6410415841";"5.9834358981";"1";NULL
"4899";"5";"928";"VV CHALET LE BOCAGE";NULL;"Station La Féclaz 73230 LA FÉCLAZ";NULL;NULL;NULL;NULL;"45.6435556";"5.9859167";"1";
"4900";"5";"928";"VV CHALET LES OISILLONS";NULL;"73230 Les Deserts";NULL;NULL;NULL;NULL;"45.6416941743";"5.9846214345";"1";
"4901";"9";"928";"GITE LES CHAMOIS";NULL;"Les Combes, 73 230 La Féclaz";NULL;NULL;NULL;NULL;"45.6428071";"5.9947376";"1";
"4902";"1";"928";"HOTEL LE CENTRAL";"1";"73230 Les Deserts / La féclaz";NULL;NULL;NULL;NULL;"45.6446466";"5.9830531";"1";NULL
"4903";"1";"928";"HOTEL LE MARGERIAZ";"1";"La Combe, 73230 Les Deserts, France";NULL;NULL;NULL;NULL;"45.621178";"6.0097848";"1";"ChIJJSoiuqWli0cRas5zG0MFNOs"
"4904";"1";"928";"HOTEL NOTRE DAME DES NEIGES";"2";"Station La Féclaz, 73230 Les Deserts, France";NULL;NULL;NULL;NULL;"45.6443619";"5.985107";"1";"ChIJK4d7liWki0cRooDip_2rCoY"
"4905";"3";"928";"RESIDENCE VACANCEOLE LES BALCONS D'AIX";"2";"Les déserts";NULL;NULL;NULL;NULL;"45.6419659";"5.9807996";"1";
"4907";"3";"928";"RESIDENCE L'ORIONDE";"3";"Station centre 73230 LA FECLAZ";NULL;NULL;NULL;NULL;"45.644807";"5.983511";"1";NULL
"4908";"2";"934";"CAMPING DE L'ILE DU CHERAN";NULL;"Les Iles du Cheran, 73340 Lescheraines";NULL;NULL;NULL;NULL;"45.70214837";"6.1122898974";"1";NULL
"4909";"5";"934";"VV L'EAU VIVE";NULL;"Base de Loisirs, 73340 Lescheraines";NULL;NULL;NULL;NULL;"45.7045385";"6.1125385";"1";
"4910";"9";"928";"GITE L'ECOLE A GITER";NULL;"La Magne 73340 Saint-François-de-Sales";NULL;NULL;NULL;NULL;"45.6688769736";"6.0362790503";"1";
"4911";"9";"928";"GITE LE SORBIER";NULL;"La Magne  73340 SAINT-FRANCOIS DE SALES";NULL;NULL;NULL;NULL;"45.667738";"6.036505";"1";NULL
"4912";"1";"929";"HOTEL LE CINQ HYPER CENTRE";"4";"22 Fbg Reclus, 73000 Chambéry";NULL;NULL;NULL;NULL;"45.568767";"5.921811";"1";NULL
"4913";"1";"929";"HOTEL SANTAL";"3";"3 Rue Doppet, 73000 Chambéry, France";NULL;NULL;NULL;NULL;"45.5679769";"5.9198898";"1";"ChIJo_qU9fioi0cRLmhytbyfEOA"
"4914";"1";"929";"HOTEL MERCURE CHAMBERY CENTRE";"4";"183 Place de la Gare, 73000 Chambéry";NULL;NULL;NULL;NULL;"45.5709483";"5.9193003";"0";
"4915";"1";"931";"HOTEL O PERVENCHES";"2";"600 Chemin des Charmettes, 73000 Chambéry";NULL;NULL;NULL;NULL;"45.5558058";"5.9305827";"1";NULL
"4916";"1";"929";"HOTEL PETIT HOTEL CONFIDENTIEL";"5";"10 Rue de la Trésorerie, 73000 Chambéry";NULL;NULL;NULL;NULL;"45.5655461994";"5.9180096172";"1";NULL
"4917";"1";"931";"HOTEL PREMIERE CLASSE";"1";"Z.A DE L'ERIER, 76 Rue François Pollet, 73000 Chambéry";NULL;NULL;NULL;NULL;"45.5947009755";"5.8907168644";"1";NULL
"4918";"1";"929";"HOTEL THEATRE HOTEL";"2";"9 Rue Denfert Rochereau, 73000 Chambéry";NULL;NULL;NULL;NULL;"45.5647489895";"5.9244602884";"1";NULL
"4919";"1";"931";"HOTEL INN DESIGN";"2";"597 rue Léon Costa de Beauregard, 73490 La Ravoire";NULL;NULL;NULL;NULL;"45.567453";"5.963025";"1";NULL
"4920";"1";"931";"HOTEL DOMAINE DES SAINTS PERES";"5";"1540 Route de Chartreuse, 73000 Montagnole";NULL;NULL;NULL;NULL;"45.5356481";"5.9103388";"1";
"4921";"1";"931";"HOTEL L'OR DU TEMPS";"3";"814 Route de Plainpalais, 73230 Saint-Alban-Leysse";NULL;NULL;NULL;NULL;"45.5769017131";"5.9606134386";"1";NULL
"4922";"4";"925";"AGENCE IMMOBILIERE PARADISE";NULL;"36 Bis Rue de la Démocratie, 66190 Collioure";NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL
"4923";"4";"925";"AGENCE IMMOBILIERE CITYGEST DE LA PLAGE ET D'AVALL";NULL;"10 Rue de la Démocratie, 66190 Collioure, France";NULL;NULL;NULL;NULL;"42.5238442";"3.0852554";"1";"ChIJMf_7DVx_sBIRQq-M_ROo4AQ"
"4924";"4";"925";"AGENCE LORETO IMMOBILIER";NULL;"11 Av. Aristide Maillol, 66190 Collioure, France";NULL;NULL;NULL;NULL;"42.5267152";"3.080984";"1";"ChIJy4p--et_sBIR8O6lO5EqVn8"
"4925";"4";"925";"AGENCE BARRIO IMMOBILIER";NULL;"28 Rue de la République, 66190 Collioure, France";NULL;NULL;NULL;NULL;"42.5247466";"3.0822954";"1";"ChIJr9WX--t_sBIRbywq6wVBIRA"
"4926";"4";"925";"AGENCE IMMOBILIERE PY";NULL;"17 Rue Pasteur, 66190 Collioure, France";NULL;NULL;NULL;NULL;"42.5269755";"3.0835844";"1";"ChIJoUignul_sBIRx7hfLfQmjDE"
"4927";"8";"925";"PARTICULIER A PARTICULIER COLLIOURE LK";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";
"4928";"1";"937";"HOTEL RESTAURANT GRILL LE CARDINALIN";"1";"480 route de Thonon 74890 - Lully";NULL;NULL;NULL;NULL;"46.2856719";"6.4177921";"1";NULL
"4929";"1";"937";"HOTEL DE LA POSTE";"2";"49, Rue du Centre 74140 - Douvaine";NULL;NULL;NULL;NULL;"46.3062206";"6.3027435";"1";NULL
"4930";"1";"937";"HOTEL PRE DE LA CURE";"3";"1 Pl. de Mairie, 74140 Yvoire, France";NULL;NULL;NULL;NULL;"46.3690108";"6.3274735";"1";"ChIJwxT-wJBBjEcR2P9AlA6jIu0"
"4931";"1";"936";"HOTEL F1 THONON EST";"1";"Pont de Dranse CD 32 - Z.I de Vongy 74200 - Thonon-les-Bains";NULL;NULL;NULL;NULL;"46.3819121";"6.5088374";"1";NULL
"4932";"1";"937";"HOTEL RESTAURANT DE LA PLAGE";"2";"Chem. de l'Hôtel de la Plage, 74140 Excenevex, France";NULL;NULL;NULL;NULL;"46.3512459";"6.3570762";"1";"ChIJObJESDJAjEcROOEnHuB4l30"
"4933";"1";"937";"CHÂTEAU DE COUDREE";"4";"Avenue de Coudrée 74140 - Sciez";NULL;NULL;NULL;NULL;"46.3402724495";"6.3832123426";"1";NULL
"4934";"1";"937";"AUBERGE D'ANTHY";"3";"2 rue des Ecoles 74200 - Anthy-sur-Léman";NULL;NULL;NULL;NULL;"46.3554343";"6.4270497";"1";NULL
"4937";"1";"937";"HOTEL LE VIEUX LOGIS";"3";"2 rue des terroz, 74140 Yvoire, France";NULL;NULL;NULL;NULL;"46.3696914";"6.3266985";"1";"ChIJ7agkhJBBjEcRMQyGf9KLpNM"
"4938";"1";"937";"HOTEL & SPA VILLA CECILE";"4";"156 route de Messery 74140 - Yvoire";NULL;NULL;NULL;NULL;"46.3684981";"6.3227967";"1";NULL
"4939";"1";"937";"HOTEL LE JULES VERNE";"4";"Port de plaisance 74140 - Yvoire";NULL;NULL;NULL;NULL;"46.3706245674";"6.3243505225";"0";
"4940";"1";"936";"HOTEL L'ARC EN CIEL";"3";"18 place de Crête 74200 - Thonon-les-Bains";NULL;NULL;NULL;NULL;"46.3678652828";"6.4836500056";"1";NULL
"4942";"1";"936";"HOTEL IBIS THONON CENTRE";"3";"2 ter av. d'Evian 74200 - Thonon-les-Bains";NULL;NULL;NULL;NULL;"46.3743812";"6.4820195";"1";
"4943";"1";"936";"HOTEL IBIS BUDGET";"2";"13 Av. de la Grangette 74200 - Thonon-les-Bains";NULL;NULL;NULL;NULL;"46.3629638729";"6.4657904307";"1";
"4944";"1";"936";"HOTEL COTE SUD LEMAN";"3";"6 rue du Pamphiot Espace Léman 2 Les Hauts de Marclaz 74200 - Thonon-les-Bains";NULL;NULL;NULL;NULL;"46.3519511373";"6.442669246";"1";NULL
"4945";"1";"936";"HOTEL SAVOIE LEMAN";"3";"40 bd. Carnot 74200 - Thonon-les-Bains";NULL;NULL;NULL;NULL;"46.37176";"6.4751317";"1";
"4946";"1";"738";"HOTEL LE CASTEL D ALTI";"3";"19 All. d'Etigny, 31110 Bagnères-de-Luchon, France";NULL;NULL;NULL;NULL;"42.789533";"0.592195";"1";"ChIJrQR48FRhqBIR9DKBcEDuhOo"
"4947";"1";"886";"HOTEL LA TOUR DU BARRY";"4";"Ham. de Gesset, 31510 Sauveterre-de-Comminges, France";NULL;NULL;NULL;NULL;"43.0211244";"0.6776943";"1";"ChIJMd93XQH6qBIRB72EGMvN8S4"
"4948";"1";"936";"HOTEL LE COMTE ROUGE";"2";"10  bd. du Canal 74200 - Thonon-les-Bains";NULL;NULL;NULL;NULL;"46.3702638";"6.4813254";"1";NULL
"4949";"1";"937";"HOTEL DU PORT";"4";"Rue du Port 74140 - Yvoire";NULL;NULL;NULL;NULL;"46.3709698402";"6.324826611";"1";NULL
"4950";"1";"937";"ECHO DES MONTAGNES";"3";"Armoy Village 3516 Chef Lieu 74200 - Armoy";NULL;NULL;NULL;NULL;"46.348412";"6.519945";"1";NULL
"4951";"1";"936";"HOTEL A LA TASSE A MOUSTACHE";"3";"11 route d'Evian 74200 - Thonon-les-Bains";NULL;NULL;NULL;NULL;"46.3826348059";"6.5042750951";"1";NULL
"4952";"1";"936";"HOTEL LES MARRONNIERS";"2";"17  place de Crête 74200 - Thonon-les-Bains";NULL;NULL;NULL;NULL;"46.3675487";"6.4834004";"1";NULL
"4953";"2";"937";"CAMPING BELLEVUE";NULL;"460 Route d'Yvoire 74140 - Excenevex";NULL;NULL;NULL;NULL;"46.3596336974";"6.3493525056";"1";NULL
"4954";"2";"937";"CAMPING CARAVANING LE COL VERT";NULL;"1312 Route du Lac 74140 - Excenevex";NULL;NULL;NULL;NULL;"46.345475";"6.3570703";"1";NULL
"4955";"2";"937";"CAMPING CHANT OISEAU";NULL;"365 Route d&#039;Yvoire 74140 - Excenevex";NULL;NULL;NULL;NULL;"46.358707";"6.3488829";"0";
"4956";"2";"937";"CAMPING MATHIEU LE LEMAN 1";NULL;"212 Rte d'Excenevex, 74140 Yvoire, France";NULL;NULL;NULL;NULL;"46.3673621";"6.3285294";"1";"ChIJmT3E0pZBjEcRXyKHHs0AJXY"
"4957";"2";"937";"CAMPING DU LAC";NULL;"1 Rte du Clos, 74200 Anthy-sur-Léman, France";NULL;NULL;NULL;NULL;"46.3514925";"6.4092892";"1";"Ei0xIFJ0ZSBkdSBDbG9zLCA3NDIwMCBBbnRoeS1zdXItTMOpbWFuLCBGcmFuY2UiUBJOCjQKMgkXEEcB8j-MRxGSMNlXEdOCIxoeCxDuwe6hARoUChIJA2Zo6pY9jEcRIJDkQS6rCBwMEAEqFAoSCU-4UzzuP4xHEcL88sLYmS3L"
"4958";"2";"937";"CAMPING BRISE DU LEMAN";NULL;"650, 74140 Rte du Port, 74140 Sciez, France";NULL;NULL;NULL;NULL;"46.3407249";"6.3916211";"1";"ChIJFc0WfQFAjEcR-I_xXAn2xpU"
"4959";"2";"937";"CAMPING LA RENOUILLERE";NULL;"655 chemin des Hutins Vieux 74140 - Sciez";NULL;NULL;NULL;NULL;"46.3401592492";"6.3971877706";"1";NULL
"4960";"2";"937";"CAMPING LA POURVOIRIE DES ELLANDES";NULL;"1418 Rte du Lac, 74140 Excenevex, France";NULL;NULL;NULL;NULL;"46.3447514";"6.3571003";"1";"ChIJg_kKrS5AjEcRrXh2oIEP4ws"
"4961";"9";"930";"GITE LA GRANGERIE";NULL;"73340 Aillon-le-Jeune";NULL;NULL;NULL;NULL;"45.610495";"6.115264";"1";NULL
"4962";"9";"930";"GITE LES SONNAILLES";NULL;"Rue des Frères Tasset, 73340 Aillon-le-Jeune";NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL
"4963";"9";"930";"GITES COMMUNAUX CHASEAU";NULL;"73340 Aillon-le-jeune";NULL;NULL;NULL;NULL;"45.6148869331";"6.0977507303";"1";
"4964";"9";"930";"GITE HUMBERT";NULL;"Chef-lieu, Aillon Village 73340 Aillon-le-Jeune";NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL
"4965";"9";"930";"GITE CHEZ POGNETTE";NULL;"73340 Aillon-le-Jeune";NULL;NULL;NULL;NULL;"45.6183014136";"6.0813356111";"1";NULL
"4966";"1";"930";"HOTEL DU SOLEIL";"2";"Chef lieu, 73340 Aillon-le-Jeune";NULL;NULL;NULL;NULL;"45.619791";"6.0803271";"1";NULL
"4967";"9";"930";"GITE DE LA BADE";NULL;"Le Mollard  73340 Aillon le vieux";NULL;NULL;NULL;NULL;"45.6285116814";"6.0884207995";"1";NULL
"4968";"9";"934";"GITE REFUGE DU CREUX DE LACHAT";NULL;"Creux de Lachat, 73340 Arith";NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL
"4969";"9";"934";"GITE LE ROC DES BOEUFS";NULL;"Le Mont Devant 73340 BELLECOMBE-EN-BAUGES";NULL;NULL;NULL;NULL;"45.7341611";"6.1638773";"1";NULL
"4970";"1";"931";"HOTEL RESTAURANT GOTTELAND";"1";"737 Rue des Écoles, 73230 Saint-Alban-Leysse";NULL;NULL;NULL;NULL;"45.5803501";"5.9565553";"1";
"4971";"9";"928";"GÎTES DES CARLINES ENSEMBLE";NULL;"73340 ST FRANCOIS DE SALES";NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL
"4972";"2";"937";"CAMPING AIRE DE STATIONNEMENT CAMPING-CARS";NULL;"Parking de l'église Route de Chevilly 74140 - Excenevex";NULL;NULL;NULL;NULL;"46.367815";"6.325378";"1";NULL
"4973";"2";"936";"CAMPING AIRE DE SERVICE CAMPING CAR - CORZENT";NULL;"Corzent Rue de la Plage 74200 - Thonon-les-Bains";NULL;NULL;NULL;NULL;"46.3639299316";"6.4432608339";"1";NULL
"4974";"4";"894";"AGENCE IMMBOLIERES BARRIO IMMO ARGELES";NULL;"Place Magellan, résidence Atalaya, 66700 Argelès-sur-Mer, France";NULL;NULL;NULL;NULL;"42.5426458";"3.0512457";"1";"ChIJiUWXSQR_sBIR-pcyOVjEHPQ"
"4975";"2";"937";"CAMPING AIRE DE SERVICE CAMPING CAR - ANTHY";NULL;"Rue des recorts 74200 - Anthy-sur-Léman";NULL;NULL;NULL;NULL;"46.3588870551";"6.4218384868";"1";NULL
"4976";"2";"936";"CAMPING SAINT DISDILLE";NULL;"117 av. de Saint-Disdille 74200 - Thonon-les-Bains";NULL;NULL;NULL;NULL;"46.399023";"6.5041947";"1";
"4977";"2";"937";"CAMPING LE NANT DES MULES";NULL;"2 Chem. des Mules, 74140 Massongy, France";NULL;NULL;NULL;NULL;"46.3299124";"6.3258805";"1";"ChIJpX1WLG1qjEcRbI7WF8WpVww"
"4978";"2";"936";"CAMPING LE LAC NOIR";NULL;"28  av. de Sénévullaz 74200 - Thonon-les-Bains";NULL;NULL;NULL;NULL;"46.3568347";"6.4723772";"1";NULL
"4979";"2";"937";"CAMPING GCU SCIEZ";NULL;"Camping G.C.U.Sciez, Avenue Coudrée Bonnatrait, 74140 Sciez, France";NULL;NULL;NULL;NULL;"46.3405842";"6.3745467";"1";"ChIJ6fGU8lUVjEcRZpvjyautHn4"
"4980";"2";"937";"CAMPING LE GRAND FOC";NULL;"111 Chem. du Châtelet, 74140 Sciez, France";NULL;NULL;NULL;NULL;"46.3422323";"6.3968635";"1";"ChIJXV31Uv8_jEcRYNMnC8Esbdg"
"4981";"2";"937";"CAMPING LE LAC A JOJO";NULL;"Parc de loisirs le lac à Jojo 130 impasse du lac 74550 - Orcier";NULL;NULL;NULL;NULL;"46.317651";"6.490044";"1";NULL
"4982";"2";"937";"CAMPING AIRE DE SERVICE CAMPING CAR";NULL;"Place du Marché Parking 74140 - Douvaine";NULL;NULL;NULL;NULL;"46.3069689";"6.3054979";"1";NULL
"4983";"2";"937";"CAMPING L'OREE DES BOIS";NULL;"18 Pl. de Choisy, 74140 Sciez, France";NULL;NULL;NULL;NULL;"46.3268165";"6.4030889";"1";"ChIJNTbY7k8VjEcRqeR5wGRvZhg"
"4984";"2";"936";"CAMPING LE DISDILLOU";NULL;"Camping Le Disdillou, 98 bis Av. de Saint-Disdille, 74200 Thonon-les-Bains, France";NULL;NULL;NULL;NULL;"46.3971188";"6.5024308";"1";"ChIJDStdOAU8jEcRWWgbqBTDOZk"
"4985";"2";"937";"CAMPING RELAIS DU LEMAN";NULL;"Camping le Relais du Léman, 67 Rte des Repingons, 74140 Messery, France";NULL;NULL;NULL;NULL;"46.3438566";"6.2841414";"1";"ChIJIUXFFgtCjEcRimCURY9W6Ys"
"4987";"2";"936";"VACANCES ANDRE TRIGANO CAMPING LA DRANSE";NULL;"Camping La Dranse - Vacances André Trigano, 100 Av. de Saint-Disdille, 74200 Thonon-les-Bains, France";NULL;NULL;NULL;NULL;"46.3979001";"6.5020301";"1";"ChIJpVPTIR08jEcRhR35UPrdYm0"
"4988";"2";"937";"CAMPING LE CHATELET";NULL;"658 Chem. des Hutins Vieux, 74140 Sciez, France";NULL;NULL;NULL;NULL;"46.3407298";"6.3969115";"1";"ChIJgxbsJP8_jEcR2RSCgnOo29s"
"4989";"2";"937";"CAMPING HUTTOPIA - LA PINEDE";NULL;"10 avenue de la plage Excenevex Plage 74140 - Excenevex";NULL;NULL;NULL;NULL;"46.345678";"6.3584742";"1";
"4990";"9";"937";"GITE EQUESTRE LA TUILLIERE";NULL;"La Tuillière 74890 - Fessy";NULL;NULL;NULL;NULL;"46.272695";"6.420312";"1";NULL
"4991";"3";"937";"RESIDENCE DE TOURISME ADONIS EXCELLIOR GRAND GENEVE";"3";"120 Chemin de la Chaux 74140 - Veigy-Foncenex";NULL;NULL;NULL;NULL;"46.2738055";"6.24775";"1";NULL
"4993";"4";"925";"AGENCE IMMOBILIERE MAEVA.COM";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL
"4994";"4";"894";"AGENCE IMMOBILIERE MAEVA.COM";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL
"4996";"5";"937";"CLUB ET VILLAGE VACANCES COLONIE VAL SAINT FRANCOIS";NULL;"Les Tattes 446 route de noyer 74200 - Allinges";NULL;NULL;NULL;NULL;"46.3355982";"6.4716323";"1";
"4997";"3";"936";"RESIDENCE DE TOURISME LES BALADINES";"3";"15 bis rue Vallon 74200 - Thonon-les-Bains";NULL;NULL;NULL;NULL;"46.3719692";"6.4778667";"1";NULL
"4998";"5";"937";"CLUB ET VILLAGE VACANCES CE STELIA CENTRE DE VACANCES DE L’AÉROSPATIALE";NULL;"881 route du lac 74140 - Excenevex";NULL;NULL;NULL;NULL;NULL;NULL;"0";
"4999";"3";"936";"RESIDENCE DE TOURISME LES THERMES COTE CHALET";"3";"20 bis bd. de la Corniche 74200 - Thonon-les-Bains";NULL;NULL;NULL;NULL;"46.3703085";"6.4706341";"1";NULL
"5000";"3";"936";"RESIDENCE DE TOURISME APPART'CITY";"3";"18 bd. Georges Andrier 74200 - Thonon-les-Bains";NULL;NULL;NULL;NULL;"46.3707632";"6.484367";"1";NULL
"5001";"3";"936";"RESIDENCE DE TOURISME VILLA THERMAE";"3";"1 av. du Parc 74200 - Thonon-les-Bains";NULL;NULL;NULL;NULL;"46.3694066777";"6.4730852172";"0";
"5003";"1";"916";"HOTEL LE MANOIR - EVIAN RESORT";"4";NULL;NULL;NULL;NULL;NULL;"46.3968077091";"6.5940331";"0";
"5004";"4";"925";"SPI - COLLIOURE - CITYGEST -";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";
"5005";"4";"925";"SPI - COLLIOURE - CITYGEST - AMBEILLE";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";
"5006";"4";"925";"SPI - COLLIOURE - CITYGEST - CENTRE";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";
"5007";"4";"925";"SPI - COLLIOURE - CITYGEST - FAUBOURG";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";
"5008";"4";"925";"SPI - COLLIOURE - CITYGEST - IMPERIALES";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";
"5009";"4";"925";"SPI - COLLIOURE - CITYGEST - LE BALCON";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";
"5010";"4";"925";"SPI - COLLIOURE - CITYGEST - MER";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";
"5011";"4";"925";"SPI - COLLIOURE - CITYGEST - ROCADES";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";
"5012";"4";"925";"SPI - COLLIOURE - CITYGEST - VALLE DU DOUY";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";
"5013";"4";"925";"SPI - COLLIOURE - CITYGEST - VALLEE DU DOUY";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";
